name;unit;threshold;measured;location;summary;wiki
Chlorid (STO);mg/l;250.0;43.0;Stolpe (STO);"The chloride ion  is the anion (negatively charged ion) Cl−. It is formed when the element chlorine (a halogen) gains an electron or when a compound such as hydrogen chloride is dissolved in water or other polar solvents. Chloride salts such as sodium chloride are often very soluble in water. It is an essential electrolyte located in all body fluids responsible for maintaining acid/base balance, transmitting nerve impulses and regulating fluid in and out of cells. Less frequently, the word chloride may also form part of the ""common"" name of chemical compounds in which one or more chlorine atoms are covalently bonded.  For example, methyl chloride, with the standard name chloromethane (see IUPAC books) is an organic compound with a covalent C−Cl bond in which the chlorine is not an anion.";https://en.wikipedia.org/wiki/Chloride
Escherichia coli (SPA);/100ml;0.0;0.0;Spandau (SPA);;
Cyanid ges. (SPA);mg/l;0.05;0.003;Spandau (SPA);;
Kontrollwert NO3/NO2 (SPA);mg/l;1.0;0.03;Spandau (SPA);;
Kontrollwert Calcitlösekapazität (SPA);mgCaCO3/l;5.0;-10.1;Spandau (SPA);;
Säurekapazität KS 4,3 (SPA);mmol/l;;3.92;Spandau (SPA);;
Basekapazität  KB 8,2 (SPA);mmol/l;;0.25;Spandau (SPA);;
Clostridium perfringens (SPA);/100ml;0.0;0.0;Spandau (SPA);;
Coliforme Bakterien (SPA);/100ml;0.0;0.0;Spandau (SPA);;
Koloniezahl 22°C (SPA);/ml;100.0;0.0;Spandau (SPA);;
Koloniezahl 36°C (SPA);/ml;100.0;0.0;Spandau (SPA);;
Gaba Lactam (SPA);µg/l;1.0;0.01;Spandau (SPA);;
Enterokokken (SPA);/100ml;0.0;0.0;Spandau (SPA);;
Benzol (SPA);mg/l;0.001;0.0001;Spandau (SPA);;
Bor (SPA);mg/l;1.0;0.049;Spandau (SPA);;
Chrom (SPA);mg/l;0.05;0.001;Spandau (SPA);;
1,2-Dichlorethan (SPA);mg/l;0.003;0.0005;Spandau (SPA);;
Fluorid (SPA);mg/l;1.5;0.17;Spandau (SPA);"Fluoride () is an inorganic, monatomic anion with the chemical formula F− (also written [F]−), whose salts are typically white or colorless. Fluoride salts typically have distinctive bitter tastes, and are odorless. Its salts and minerals are important chemical reagents and industrial chemicals, mainly used in the production of hydrogen fluoride for fluorocarbons. Fluoride is classified as a weak base since it only partially associates in solution, but concentrated fluoride is corrosive and can attack the skin.
Fluoride is the simplest fluorine anion. In terms of charge and size, the fluoride ion resembles the hydroxide ion.  Fluoride ions occur on earth in several minerals, particularly fluorite, but are present only in trace quantities in bodies of water in nature.";https://en.wikipedia.org/wiki/Fluoride
Nitrat (SPA);mg/l;50.0;1.15;Spandau (SPA);;
Pflanzenschutzmittel-Wirkstoffe und Biozidprodukt-Wirkstoffe insgesamt (SPA);mg/l;0.0005;0.00017;Spandau (SPA);;
a-HCH (SPA);mg/l;0.0001;1e-05;Spandau (SPA);;
b-HCH (SPA);mg/l;0.0001;1e-05;Spandau (SPA);;
g-HCH (SPA);mg/l;0.0001;1e-05;Spandau (SPA);;
d-HCH (SPA);mg/l;0.0001;1e-05;Spandau (SPA);;
e-HCH (SPA);mg/l;0.0001;1e-05;Spandau (SPA);;
o,p-DDE (SPA);mg/l;0.0001;1e-05;Spandau (SPA);;
p,p-DDE (SPA);mg/l;0.0001;1e-05;Spandau (SPA);;
o,p-DDD (SPA);mg/l;0.0001;1e-05;Spandau (SPA);;
p,p-DDD (SPA);mg/l;0.0001;1e-05;Spandau (SPA);;
o,p-DDT (SPA);mg/l;0.0001;1e-05;Spandau (SPA);"Dichlorodiphenyltrichloroethane, commonly known as DDT, is a colorless, tasteless, and almost odorless crystalline chemical compound, an organochlorine, originally developed as an insecticide, and ultimately becoming infamous for its environmental impacts. It was first synthesized in 1874. DDT's insecticidal action was discovered by the Swiss chemist Paul Hermann Müller in 1939. DDT was used in the second half of World War II to control malaria and typhus among civilians and troops. Müller was awarded the Nobel Prize in Physiology or Medicine ""for his discovery of the high efficiency of DDT as a contact poison against several arthropods"" in 1948.By October 1945, DDT was available for public sale in the United States. Although it was promoted by government and industry for use as an agricultural and household pesticide, there were also concerns about its use from the beginning. Opposition to DDT was focused by the 1962 publication of Rachel Carson's book Silent Spring. It cataloged environmental impacts that coincided with widespread use of DDT in agriculture in the United States, and it questioned the logic of broadcasting potentially dangerous chemicals into the environment with little prior investigation of their environmental and health effects. The book claimed that DDT and other pesticides had been shown to cause cancer and that their agricultural use was a threat to wildlife, particularly birds. Its publication was a seminal event for the environmental movement and resulted in a large public outcry that eventually led, in 1972, to a ban on DDT's agricultural use in the United States. A worldwide ban on agricultural use was formalized under the Stockholm Convention on Persistent Organic Pollutants, but its limited and still-controversial use in disease vector control continues, because of its effectiveness in reducing malarial infections, balanced by environmental and other health concerns.
Along with the passage of the Endangered Species Act, the United States ban on DDT is a major factor in the comeback of the bald eagle (the national bird of the United States) and the peregrine falcon from near-extinction in the contiguous United States.";https://en.wikipedia.org/wiki/DDT
p,p-DDT (SPA);mg/l;0.0001;1e-05;Spandau (SPA);"Dichlorodiphenyltrichloroethane, commonly known as DDT, is a colorless, tasteless, and almost odorless crystalline chemical compound, an organochlorine, originally developed as an insecticide, and ultimately becoming infamous for its environmental impacts. It was first synthesized in 1874. DDT's insecticidal action was discovered by the Swiss chemist Paul Hermann Müller in 1939. DDT was used in the second half of World War II to control malaria and typhus among civilians and troops. Müller was awarded the Nobel Prize in Physiology or Medicine ""for his discovery of the high efficiency of DDT as a contact poison against several arthropods"" in 1948.By October 1945, DDT was available for public sale in the United States. Although it was promoted by government and industry for use as an agricultural and household pesticide, there were also concerns about its use from the beginning. Opposition to DDT was focused by the 1962 publication of Rachel Carson's book Silent Spring. It cataloged environmental impacts that coincided with widespread use of DDT in agriculture in the United States, and it questioned the logic of broadcasting potentially dangerous chemicals into the environment with little prior investigation of their environmental and health effects. The book claimed that DDT and other pesticides had been shown to cause cancer and that their agricultural use was a threat to wildlife, particularly birds. Its publication was a seminal event for the environmental movement and resulted in a large public outcry that eventually led, in 1972, to a ban on DDT's agricultural use in the United States. A worldwide ban on agricultural use was formalized under the Stockholm Convention on Persistent Organic Pollutants, but its limited and still-controversial use in disease vector control continues, because of its effectiveness in reducing malarial infections, balanced by environmental and other health concerns.
Along with the passage of the Endangered Species Act, the United States ban on DDT is a major factor in the comeback of the bald eagle (the national bird of the United States) and the peregrine falcon from near-extinction in the contiguous United States.";https://en.wikipedia.org/wiki/DDT
Aldrin (SPA);mg/l;2.9999999999999997e-05;5e-06;Spandau (SPA);"Aldrin is an organochlorine insecticide that was widely used until the 1990s, when it was banned in most countries. It is a colourless solid. Before the ban, it was heavily used as a pesticide to treat seed and soil.  Aldrin and related ""cyclodiene"" pesticides (a term for pesticides derived from Hexachlorocyclopentadiene) became notorious as persistent organic pollutants.";https://en.wikipedia.org/wiki/Aldrin
Isodrin (SPA);mg/l;0.0001;1e-05;Spandau (SPA);;
Mirex (SPA);mg/l;0.0001;1e-05;Spandau (SPA);;
Dieldrin (SPA);mg/l;2.9999999999999997e-05;5e-06;Spandau (SPA);;
Endrin (SPA);mg/l;0.0001;1e-05;Spandau (SPA);;
Heptachlor (SPA);mg/l;2.9999999999999997e-05;5e-06;Spandau (SPA);;
cis-Heptachlorepoxid (SPA);mg/l;2.9999999999999997e-05;5e-06;Spandau (SPA);;
trans-Heptachlorepoxid (SPA);mg/l;2.9999999999999997e-05;5e-06;Spandau (SPA);;
alpha-Endosulfan (SPA);mg/l;0.0001;1e-05;Spandau (SPA);;
beta-Endosulfan (SPA);mg/l;0.0001;1e-05;Spandau (SPA);;
alpha-Chlordan (SPA);mg/l;0.0001;1e-05;Spandau (SPA);;
gamma-Chlordan (SPA);mg/l;0.0001;1e-05;Spandau (SPA);;
oxi-Chlordan (SPA);mg/l;0.0001;1e-05;Spandau (SPA);;
Methoxychlor (SPA);mg/l;0.0001;1e-05;Spandau (SPA);;
2,6-Dichlorbenzamid (SPA);mg/l;0.0001;2.5e-05;Spandau (SPA);;
Atrazin (SPA);mg/l;0.0001;2.5e-05;Spandau (SPA);;
Chloridazon (SPA);mg/l;0.0001;2.5e-05;Spandau (SPA);"Chloridazon-catechol dioxygenase (EC 1.13.11.36) is an enzyme that catalyzes the chemical reaction

5-amino-4-chloro-2-(2,3-dihydroxyphenyl)-3(2H)-pyridazinone + O2 
  
    
      
        ⇌
      
    
    {\displaystyle \rightleftharpoons }
   5-amino-4-chloro-2-(2-hydroxymuconoyl)-3(2H)-pyridazinoneThus, the two substrates of this enzyme are 5-amino-4-chloro-2-(2,3-dihydroxyphenyl)-3(2H)-pyridazinone and oxygen, whereas its product is 5-amino-4-chloro-2-(2-hydroxymuconoyl)-3(2H)-pyridazinone.

This enzyme belongs to the family of oxidoreductases, specifically those acting on single donors with O2 as oxidant and incorporation of two atoms of oxygen into the substrate (oxygenases). The oxygen incorporated need not be derived from O2.  The systematic name of this enzyme class is 5-amino-4-chloro-2-(2,3-dihydroxyphenyl)-3(2H)-pyridazinone 1,2-oxidoreductase (decyclizing). It employs one cofactor, iron.";https://de.wikipedia.org/wiki/Chloridazon
Chlortoluron (SPA);mg/l;0.0001;2.5e-05;Spandau (SPA);;
Desethylatrazin (SPA);mg/l;0.0001;2.5e-05;Spandau (SPA);;
Desethylterbuthylazin (SPA);mg/l;0.0001;3e-05;Spandau (SPA);;
Desisopropylatrazin (SPA);mg/l;0.0001;2.5e-05;Spandau (SPA);;
Diuron (SPA);mg/l;0.0001;2.5e-05;Spandau (SPA);;
Ethofumesat (SPA);mg/l;0.0001;4e-05;Spandau (SPA);;
Isoproturon (SPA);mg/l;0.0001;2.5e-05;Spandau (SPA);;
Metamitron (SPA);mg/l;0.0001;2.5e-05;Spandau (SPA);;
Metazachlor (SPA);mg/l;0.0001;2.5e-05;Spandau (SPA);;
Methyldesphenylchloridazon (SPA);mg/l;0.0001;2.5e-05;Spandau (SPA);;
Metolachlor (SPA);mg/l;0.0001;2.5e-05;Spandau (SPA);;
Metribuzin (SPA);mg/l;0.0001;2.5e-05;Spandau (SPA);;
Simazin (SPA);mg/l;0.0001;2.5e-05;Spandau (SPA);;
Terbuthylazin (SPA);mg/l;0.0001;2.5e-05;Spandau (SPA);;
Mecoprop (SPA);mg/l;0.0001;2e-05;Spandau (SPA);;
MCPA (SPA);mg/l;0.0001;2e-05;Spandau (SPA);;
Dichlorprop (SPA);mg/l;0.0001;2e-05;Spandau (SPA);;
2,4-D (SPA);mg/l;0.0001;2e-05;Spandau (SPA);;
p,p-DDA (SPA);mg/l;0.0001;2.5e-05;Spandau (SPA);;
o,p-DDA (SPA);mg/l;0.0001;2.5e-05;Spandau (SPA);;
Bentazon (SPA);mg/l;0.0001;2e-05;Spandau (SPA);;
Glyphosat (SPA);mg/l;0.0001;2e-05;Spandau (SPA);;
Quecksilber (SPA);mg/l;0.001;0.0001;Spandau (SPA);"Mercury is a chemical element with symbol Hg and atomic number 80. It is commonly known as quicksilver and was formerly named hydrargyrum ( hy-DRAR-jər-əm). A heavy, silvery d-block element, mercury is the only metallic element that is liquid at standard conditions for temperature and pressure; the only other element that is liquid under these conditions is bromine, though metals such as caesium, gallium, and rubidium melt just above room temperature.
Mercury occurs in deposits throughout the world mostly as cinnabar (mercuric sulfide). The red pigment vermilion is obtained by grinding natural cinnabar or synthetic mercuric sulfide.
Mercury is used in thermometers, barometers, manometers, sphygmomanometers, float valves, mercury switches, mercury relays, fluorescent lamps and other devices, though concerns about the element's toxicity have led to mercury thermometers and sphygmomanometers being largely phased out in clinical environments in favor of alternatives such as alcohol- or galinstan-filled glass thermometers and thermistor- or infrared-based electronic instruments.  Likewise, mechanical pressure gauges and electronic strain gauge sensors have replaced mercury sphygmomanometers.
Mercury remains in use in scientific research applications and in amalgam for dental restoration in some locales. It is also used in fluorescent lighting. Electricity passed through mercury vapor in a fluorescent lamp produces short-wave ultraviolet light, which then causes the phosphor in the tube to fluoresce, making visible light.
Mercury poisoning can result from exposure to water-soluble forms of mercury (such as mercuric chloride or methylmercury), by inhalation of mercury vapor, or by ingesting any form of mercury.";https://en.wikipedia.org/wiki/Mercury_(element)
Selen (SPA);mg/l;0.01;0.001;Spandau (SPA);;
Uran (SPA);mg/l;0.01;0.00023;Spandau (SPA);;
Antimon (SPA);mg/l;0.005;0.0005;Spandau (SPA);;
Arsen (SPA);mg/l;0.01;0.00033;Spandau (SPA);"Arsenic is a chemical element with symbol As and atomic number 33. Arsenic occurs in many minerals, usually in combination with sulfur and metals, but also as a pure elemental crystal. Arsenic is a metalloid. It has various allotropes, but only the gray form, which has a metallic appearance, is important to industry.
The primary use of arsenic is in alloys of lead (for example, in car batteries and ammunition). Arsenic is a common n-type dopant in semiconductor electronic devices, and the optoelectronic compound gallium arsenide is the second most commonly used semiconductor after doped silicon. Arsenic and its compounds, especially the trioxide, are used in the production of pesticides, treated wood products, herbicides, and insecticides. These applications are declining due to the toxicity of arsenic and its compounds.A few species of bacteria are able to use arsenic compounds as respiratory metabolites. Trace quantities of arsenic are an essential dietary element in rats, hamsters, goats, chickens, and presumably other species. A role in human metabolism is not known. However, arsenic poisoning occurs in multicellular life if quantities are larger than needed. Arsenic contamination of groundwater is a problem that affects millions of people across the world.
The United States' Environmental Protection Agency states that all forms of arsenic are a serious risk to human health. The United States' Agency for Toxic Substances and Disease Registry ranked arsenic as number 1 in its 2001 Priority List of Hazardous Substances at Superfund sites. Arsenic is classified as a Group-A carcinogen.";https://en.wikipedia.org/wiki/Arsenic
Benzo[a]pyren (SPA);mg/l;1e-05;5e-06;Spandau (SPA);Benzo[a]pyrene is a polycyclic aromatic hydrocarbon and the result of incomplete combustion of organic matter at temperatures between 300 °C (572 °F) and 600 °C (1,112 °F). The ubiquitous compound can be found in coal tar, tobacco smoke and many foods, especially grilled meats. The substance with the formula C20H12 is one of the benzopyrenes, formed by a benzene ring fused to pyrene. Its diol epoxide metabolites (more commonly known as BPDE) react and bind to DNA, resulting in mutations and eventually cancer. It is listed as a Group 1 carcinogen by the IARC.  In the 18th century a scrotal cancer of chimney sweepers, the chimney sweeps' carcinoma, was already known to be connected to soot.;https://en.wikipedia.org/wiki/Benzo(a)pyrene
Blei (SPA);mg/l;0.01;0.0005;Spandau (SPA);"Lead is a chemical element with symbol Pb (from the Latin plumbum) and atomic number 82. It is a heavy metal that is denser than most common materials. Lead is soft and malleable, and also has a relatively low melting point. When freshly cut, lead is silvery with a hint of blue; it tarnishes to a dull gray color when exposed to air. Lead has the highest atomic number of any stable element and three of its isotopes each conclude a major decay chain of heavier elements.
Lead is a relatively unreactive post-transition metal. Its weak metallic character is illustrated by its amphoteric nature; lead and lead oxides react with acids and bases, and it tends to form covalent bonds. Compounds of lead are usually found in the +2 oxidation state rather than the +4 state common with lighter members of the carbon group. Exceptions are mostly limited to organolead compounds. Like the lighter members of the group, lead tends to bond with itself; it can form chains, rings, and polyhedral structures.
Lead is easily extracted from its ores; prehistoric people in Western Asia knew of it. Galena, a principal ore of lead, often bears silver, interest in which helped initiate widespread extraction and use of lead in ancient Rome. Lead production declined after the fall of Rome and did not reach comparable levels until the Industrial Revolution. In 2014, the annual global production of lead was about ten million tonnes, over half of which was from recycling. Lead's high density, low melting point, ductility and relative inertness to oxidation make it useful. These properties, combined with its relative abundance and low cost, resulted in its extensive use in construction, plumbing, batteries, bullets and shot, weights, solders, pewters, fusible alloys, white paints, leaded gasoline, and radiation shielding.
In the late 19th century, lead's toxicity was recognized, and its use has since been phased out of many applications. Lead is a toxin that accumulates in soft tissues and bones, it acts as a neurotoxin damaging the nervous system and interfering with the function of biological enzymes. It is particularly problematic in children: even if blood levels are promptly normalized with treatment, neurological disorders, such as brain damage and behavioral problems, may result.";https://en.wikipedia.org/wiki/Lead
Cadmium (SPA);mg/l;0.003;0.0005;Spandau (SPA);;
Kupfer (SPA);mg/l;2.0;0.005;Spandau (SPA);;
Nitrit (SPA);mg/l;0.1;0.03;Spandau (SPA);;
Trihalogenmethane (SPA);mg/l;0.01;0.0005;Spandau (SPA);;
Vinylchlorid (SPA);mg/l;0.0005;0.0001;Spandau (SPA);;
Aluminium (SPA);mg/l;0.2;0.01;Spandau (SPA);"Aluminium or aluminum is a chemical element with symbol Al and atomic number 13. It is a silvery-white, soft, nonmagnetic and ductile metal in the boron group. By mass, aluminium makes up about 8% of the  Earth's crust; it is the third most abundant element after oxygen and silicon and the most abundant metal in the crust, though it is less common in the mantle below. The chief ore of aluminium is bauxite. Aluminium metal is so chemically reactive that native specimens are rare and limited to extreme reducing environments. Instead, it is found combined in over 270 different minerals.Aluminium is remarkable for its low density and its ability to resist corrosion through the phenomenon of passivation. Aluminium and its alloys are vital to the aerospace industry and important in transportation and building industries, such as building facades and window frames. The oxides and sulfates are the most useful compounds of aluminium.Despite its prevalence in the environment, no known form of life uses aluminium salts metabolically, but aluminium is well tolerated by plants and animals. Because of these salts' abundance, the potential for a biological role for them is of continuing interest, and studies continue.";https://en.wikipedia.org/wiki/Aluminium
Färbung (SPA);1/m;0.5;0.26;Spandau (SPA);;
Natrium (SPA);mg/l;200.0;28.0;Spandau (SPA);;
Sulfat (SPA);mg/l;250.0;69.0;Spandau (SPA);;
freie Kohlensäure (SPA);mg/l;;11.0;Spandau (SPA);;
Kieselsäure (SiO2) (SPA);mg/l;;15.0;Spandau (SPA);;
SAK 254nm (SPA);mg/l;;10.4;Spandau (SPA);;
1,1,1-Trichlorethan (SPA);µg/l;3.0;0.5;Spandau (SPA);;
Toluen (SPA);µg/l;0.3;0.5;Spandau (SPA);;
1,2,3-Trichlorbenzen (SPA);µg/l;0.1;0.1;Spandau (SPA);;
1,2,4-Trichlorbenzen (SPA);µg/l;0.1;0.1;Spandau (SPA);;
1,3,5-Trichlorbenzen (SPA);µg/l;0.1;0.1;Spandau (SPA);;
1,2,3,5-Tetrachlorbenzen (SPA);µg/l;0.1;0.01;Spandau (SPA);;
1,2,3,4-Tetrachlorbenzen (SPA);µg/l;0.1;0.01;Spandau (SPA);;
Pentachlorbenzen (SPA);µg/l;0.1;0.01;Spandau (SPA);;
Hexachlorbenzen (SPA);µg/l;0.1;0.01;Spandau (SPA);;
Pentachloranisol (SPA);µg/l;0.1;0.01;Spandau (SPA);;
EDTA (SPA);µg/l;10.0;2.0;Spandau (SPA);;
Benzotriazol (SPA);µg/l;3.0;0.05;Spandau (SPA);;
Tolyltriazole (SPA);µg/l;3.0;0.025;Spandau (SPA);;
Ammonium (SPA);mg/l;0.5;0.05;Spandau (SPA);;
Eisen (SPA);mg/l;0.2;0.03;Spandau (SPA);;
Mangan (SPA);mg/l;0.05;0.005;Spandau (SPA);;
Trübung (SPA);NTU;1.0;0.2;Spandau (SPA);;
Tris-(chlorisopropyl)phosphat (SPA);µg/l;1.0;0.1;Spandau (SPA);;
MTBE (SPA);µg/l;1.0;0.05;Spandau (SPA);;
PFOA (SPA);µg/l;0.3;0.01;Spandau (SPA);;
PFOS (SPA);µg/l;0.3;0.05;Spandau (SPA);;
Atenolol (SPA);µg/l;0.1;0.03;Spandau (SPA);;
Diclofenac (SPA);µg/l;0.3;0.025;Spandau (SPA);;
Phenazon* (SPA);µg/l;0.3;0.08;Spandau (SPA);;
Propyphenazon* (SPA);µg/l;0.3;0.02;Spandau (SPA);;
Carbamazepin (SPA);µg/l;0.3;0.025;Spandau (SPA);;
AMDOPH (SPA);µg/l;3.0;0.19;Spandau (SPA);;
AMPH (SPA);µg/l;3.0;0.03;Spandau (SPA);;
DP (SPA);µg/l;3.0;0.08;Spandau (SPA);;
Primidon (SPA);µg/l;3.0;0.025;Spandau (SPA);;
Phenobarbital (SPA);µg/l;0.3;0.03;Spandau (SPA);;
Sulfamethoxazol (SPA);µg/l;0.1;0.02;Spandau (SPA);;
Metformin (SPA);µg/l;1.0;0.02;Spandau (SPA);;
Gabapentin (SPA);µg/l;1.0;0.05;Spandau (SPA);;
Valsartansäure (SPA);µg/l;1.5;0.03;Spandau (SPA);;
Valsartan (SPA);µg/l;0.3;0.03;Spandau (SPA);;
Iopamidol (SPA);µg/l;1.0;0.02;Spandau (SPA);;
Iomeprol (SPA);µg/l;1.0;0.02;Spandau (SPA);;
Iopromid (SPA);µg/l;1.0;0.02;Spandau (SPA);;
Amidotrizoesäure (SPA);µg/l;1.0;0.02;Spandau (SPA);;
AMPA (SPA);mg/l;;0.0001;Spandau (SPA);;
Tetrachlorethen (SPA);mg/l;;0.0001;Spandau (SPA);;
Trichlorethen (SPA);mg/l;;0.0001;Spandau (SPA);;
Benzo[b]fluoranthen (SPA);mg/l;;1e-05;Spandau (SPA);;
Benzo[k]fluoranthen (SPA);mg/l;;1e-05;Spandau (SPA);;
Benzo[g,h,i]perylen (SPA);mg/l;;1e-05;Spandau (SPA);;
Indeno[1,2,3-c,d]pyren (SPA);mg/l;;1e-05;Spandau (SPA);;
Trichlormethan (SPA);mg/l;;0.0005;Spandau (SPA);;
Bromdichlormethan (SPA);mg/l;;0.0005;Spandau (SPA);;
Dibromchlormethan (SPA);mg/l;;0.0005;Spandau (SPA);;
Tribrommethan (SPA);mg/l;;0.0005;Spandau (SPA);;
TOC (SPA);mg/l;;4.9;Spandau (SPA);;
Temperatur (SPA);°C;;12.4;Spandau (SPA);;
Sauerstoff (SPA);mg/l;;9.2;Spandau (SPA);;
Sättigungs-pH (SPA);-;;7.4;Spandau (SPA);;
Karbonathärte (SPA);°dH;;10.8;Spandau (SPA);;
Gesamthärte (SPA);°dH;;14.7;Spandau (SPA);;
Calcium (SPA);mg/l;;93.0;Spandau (SPA);;
Magnesium (SPA);mg/l;;7.8;Spandau (SPA);;
Kalium (SPA);mg/l;;3.5;Spandau (SPA);;
AOX (SPA);µg/l;;10.0;Spandau (SPA);;
Zink (SPA);µg/l;;10.0;Spandau (SPA);;
Dichlormethan (SPA);µg/l;;0.5;Spandau (SPA);;
Tetrachlormethan (SPA);µg/l;;0.5;Spandau (SPA);;
trans-Dichlorethen (SPA);µg/l;;0.5;Spandau (SPA);;
cis-Dichlorethen (SPA);µg/l;;0.1;Spandau (SPA);;
Hexachlorbutadien (SPA);µg/l;;0.01;Spandau (SPA);;
1,2-Dichlorpropan (SPA);µg/l;;0.1;Spandau (SPA);;
Ethylbenzen (SPA);µg/l;;0.5;Spandau (SPA);;
m,p-Xylen (SPA);µg/l;;0.5;Spandau (SPA);;
o-Xylen (SPA);µg/l;;0.5;Spandau (SPA);;
Cumen (SPA);µg/l;;0.5;Spandau (SPA);;
Chlorbenzen (SPA);µg/l;;0.1;Spandau (SPA);;
1,3-Dichlorbenzen (SPA);µg/l;;0.5;Spandau (SPA);;
1,4-Dichlorbenzen (SPA);µg/l;;0.5;Spandau (SPA);;
1,2-Dichlorbenzen (SPA);µg/l;;0.5;Spandau (SPA);;
NTA (SPA);µg/l;;2.0;Spandau (SPA);;
Phenylsulfonylsarcosin (SPA);µg/l;;0.02;Spandau (SPA);;
Tributylphosphat (SPA);µg/l;;0.1;Spandau (SPA);;
Triphenylphosphat (SPA);µg/l;;0.1;Spandau (SPA);;
Tris-(2-chlorethyl)phosphat (SPA);µg/l;;0.1;Spandau (SPA);;
ETBE (SPA);µg/l;;0.03;Spandau (SPA);;
TBA (SPA);µg/l;;1.0;Spandau (SPA);;
Clofibrinsäure (SPA);µg/l;;0.025;Spandau (SPA);;
Bezafibrat (SPA);µg/l;;0.01;Spandau (SPA);;
Carbamazepin-10,11-diol (SPA);µg/l;;0.02;Spandau (SPA);;
Acridin-9-carbonsäure (SPA);µg/l;;0.05;Spandau (SPA);;
Dimethylaminophenazon (SPA);µg/l;;0.02;Spandau (SPA);;
AAA (SPA);µg/l;;0.02;Spandau (SPA);;
N-Acetyl-sulfamethoxazol (SPA);µg/l;;0.02;Spandau (SPA);;
FAA (SPA);µg/l;;0.02;Spandau (SPA);;
Koffein (SPA);µg/l;;0.1;Spandau (SPA);;
Metoprolol (SPA);µg/l;;0.025;Spandau (SPA);;
Phenylethylmalonamid (SPA);µg/l;;0.03;Spandau (SPA);;
Pregabalin (SPA);µg/l;;0.01;Spandau (SPA);;
Oxipurinol (SPA);µg/l;;0.05;Spandau (SPA);;
Candesartan (SPA);µg/l;;0.01;Spandau (SPA);;
Olmesartan (SPA);µg/l;;0.01;Spandau (SPA);;
Irbesartan (SPA);µg/l;;0.02;Spandau (SPA);;
Losartan (SPA);µg/l;;0.03;Spandau (SPA);;
DEET (SPA);µg/l;;0.03;Spandau (SPA);;
ph-wert (SPA);-;8.5;7.5;Spandau (SPA);;
Chlorid (SPA);mg/l;250.0;44.0;Spandau (SPA);"The chloride ion  is the anion (negatively charged ion) Cl−. It is formed when the element chlorine (a halogen) gains an electron or when a compound such as hydrogen chloride is dissolved in water or other polar solvents. Chloride salts such as sodium chloride are often very soluble in water. It is an essential electrolyte located in all body fluids responsible for maintaining acid/base balance, transmitting nerve impulses and regulating fluid in and out of cells. Less frequently, the word chloride may also form part of the ""common"" name of chemical compounds in which one or more chlorine atoms are covalently bonded.  For example, methyl chloride, with the standard name chloromethane (see IUPAC books) is an organic compound with a covalent C−Cl bond in which the chlorine is not an anion.";https://en.wikipedia.org/wiki/Chloride
Escherichia coli (KAU);/100ml;0.0;0.0;Kaulsdorf (KAU);;
Cyanid ges. (KAU);mg/l;0.05;0.003;Kaulsdorf (KAU);;
Kontrollwert NO3/NO2 (KAU);mg/l;1.0;0.03;Kaulsdorf (KAU);;
Kontrollwert Calcitlösekapazität (KAU);mgCaCO3/l;5.0;4.6;Kaulsdorf (KAU);;
Säurekapazität KS 4,3 (KAU);mmol/l;;4.39;Kaulsdorf (KAU);;
Basekapazität  KB 8,2 (KAU);mmol/l;;0.57;Kaulsdorf (KAU);;
Clostridium perfringens (KAU);/100ml;0.0;0.0;Kaulsdorf (KAU);;
Coliforme Bakterien (KAU);/100ml;0.0;0.0;Kaulsdorf (KAU);;
Koloniezahl 22°C (KAU);/ml;100.0;0.0;Kaulsdorf (KAU);;
Koloniezahl 36°C (KAU);/ml;100.0;0.0;Kaulsdorf (KAU);;
Gaba Lactam (KAU);µg/l;1.0;0.01;Kaulsdorf (KAU);;
Enterokokken (KAU);/100ml;0.0;0.0;Kaulsdorf (KAU);;
Benzol (KAU);mg/l;0.001;0.0001;Kaulsdorf (KAU);;
Bor (KAU);mg/l;1.0;0.07;Kaulsdorf (KAU);;
Chrom (KAU);mg/l;0.05;0.001;Kaulsdorf (KAU);;
1,2-Dichlorethan (KAU);mg/l;0.003;0.0005;Kaulsdorf (KAU);;
Fluorid (KAU);mg/l;1.5;0.23;Kaulsdorf (KAU);"Fluoride () is an inorganic, monatomic anion with the chemical formula F− (also written [F]−), whose salts are typically white or colorless. Fluoride salts typically have distinctive bitter tastes, and are odorless. Its salts and minerals are important chemical reagents and industrial chemicals, mainly used in the production of hydrogen fluoride for fluorocarbons. Fluoride is classified as a weak base since it only partially associates in solution, but concentrated fluoride is corrosive and can attack the skin.
Fluoride is the simplest fluorine anion. In terms of charge and size, the fluoride ion resembles the hydroxide ion.  Fluoride ions occur on earth in several minerals, particularly fluorite, but are present only in trace quantities in bodies of water in nature.";https://en.wikipedia.org/wiki/Fluoride
Nitrat (KAU);mg/l;50.0;1.37;Kaulsdorf (KAU);;
Pflanzenschutzmittel-Wirkstoffe und Biozidprodukt-Wirkstoffe insgesamt (KAU);mg/l;0.0005;0.00014;Kaulsdorf (KAU);;
a-HCH (KAU);mg/l;0.0001;1e-05;Kaulsdorf (KAU);;
b-HCH (KAU);mg/l;0.0001;1e-05;Kaulsdorf (KAU);;
g-HCH (KAU);mg/l;0.0001;1e-05;Kaulsdorf (KAU);;
d-HCH (KAU);mg/l;0.0001;1e-05;Kaulsdorf (KAU);;
e-HCH (KAU);mg/l;0.0001;1e-05;Kaulsdorf (KAU);;
o,p-DDE (KAU);mg/l;0.0001;1e-05;Kaulsdorf (KAU);;
